Indicativo;NOMBRE;z;NOM_PROV;x;y;Año;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;Mínimo
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1991;-6,8;-3,3;-5,4;-4,9;-4,2;3,7;8,0;10,8;0,7;0,2;-2,0;-1,8;-6,8
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1992;-5,1;-5,2;-4,9;-4,3;2,0;-1,2;7,6;;1,9;-1,7;-2,3;-5,0;
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1993;-5,8;-7,6;-7,0;2,8;-1,4;9,9;9,0;4,6;1,9;-2,1;-5,0;-4,0;-7,6
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1994;-4,5;-2,0;-4,7;-3,2;-1,4;-0,8;7,7;7,9;0,4;-1,2;0,6;1,0;-4,7
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1995;-1,0;;-3,1;-1,3;4,8;7,0;7,2;;1,6;;-2,3;-3,0;
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1996;-3,5;-3,0;-2,0;-0,2;-1,0;8,2;8,8;9,9;5,8;3,2;-2,0;;
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1997;-5,2;;-3,0;-3,2;-1,1;;;;2,8;2,2;1,2;-2,7;
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1998;;;-0,7;-2,0;;1,9;10,8;9,1;;3,0;-0,8;-4,1;
C140U;GARAFIA-ROQUE MUCHACHOS;2340;SANTA CRUZ DE TENERIFE;-17.87783333;28.75944444;1999;;;-4,0;-3,0;;7,7;9,8;9,5;;;;;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1986;;;;3,5;4,2;9,2;11,0;12,0;10,2;9,5;8,0;;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1987;6,0;5,9;5,0;6,9;8,9;9,7;11,1;11,9;13,2;7,6;9,8;4,0;4,0
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1988;3,8;0,7;0,9;4,7;;;;;10,2;8,6;7,2;5,1;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1989;;3,7;2,0;2,0;5,6;7,4;10,0;11,4;11,0;7,0;5,0;5,3;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1990;;;;;;8,4;9,0;12,0;11,0;8,8;7,0;5,0;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1991;5,4;4,6;;;;7,0;8,1;9,3;9,2;7,9;8,4;10,8;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1992;;;;;6,0;7,0;8,9;9,7;10,0;8,6;;5,0;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1993;;;1,0;2,8;;6,8;6,8;8,2;6,0;6,4;5,4;;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1994;;;4,0;5,0;6,0;8,2;9,0;11,2;10,6;9,8;8,0;8,0;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1995;4,3;5,9;5,8;5,2;7,3;;10,3;12,1;10,9;10,2;7,0;3,0;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1996;2,2;0,7;2,0;5,9;6,8;;9,3;11,3;10,8;9,8;6,2;4,1;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1997;3,6;5,0;3,9;5,5;6,9;7,8;9,2;9,8;10,0;8,7;7,0;;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1998;3,4;5,0;3,0;4,0;5,0;6,7;8,4;9,9;10,3;10,0;6,8;;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;1999;2,0;3,6;3,3;4,9;6,0;7,1;8,5;9,9;10,0;5,5;3,2;4,6;2,0
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2000;1,8;3,9;4,9;3,2;;7,6;11,0;11,6;11,9;9,0;7,9;6,0;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2001;5,5;5,0;6,6;;;8,7;9,7;11,5;11,3;9,7;8,6;8,0;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2002;6,5;6,2;2,5;5,4;6,9;6,9;7,7;8,8;;8,7;6,4;;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2003;5,4;;;;8,5;9,8;11,3;12,9;12,5;9,2;5,6;5,6;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2004;5,8;4,6;5,8;4,6;6,5;8,7;10,6;13,4;12,3;10,8;8,5;5,0;4,6
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2005;;3,9;2,0;6,9;7,5;10,0;10,2;11,9;12,3;;;;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2006;;6,5;5,7;7,0;7,4;;10,9;;;;;;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2007;5,4;5,4;3,5;5,4;;8,7;10,8;10,2;11,0;10,8;6,9;5,8;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2008;5,8;6,0;6,0;4,6;6,7;;12,8;13,0;;;6,0;5,8;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2009;2,9;3,1;;4,7;;;;9,2;;;;6,2;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2010;4,6;4,3;5,8;5,0;5,4;6,5;8,5;;10,8;8,8;8,5;;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2011;3,1;;;;;;6,5;7,3;8,1;6,9;;6,0;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2012;3,7;6,9;7,3;7,9;8,7;13,4;12,7;15,4;15,0;;;;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2013;;;;;;;8,1;9,2;10,0;;7,7;;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2014;4,3;4,1;3,7;;;9,0;10,4;13,4;14,0;10,2;4,6;3,7;
C145N;GARAFIA-C.F.;1137;SANTA CRUZ DE TENERIFE;-17.88755556;28.79861111;2015;2,1;2,7;3,1;5,0;;;;;;;;;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1986;;;;;;;;;;;;6,6;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1987;7,0;7,0;8,1;9,2;11,0;12,0;13,1;13,4;15,2;11,0;11,7;7,8;7,0
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1988;4,0;6,9;6,0;7,0;9,0;10,3;11,9;12,5;12,8;12,5;9,3;8,3;4,0
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1989;6,0;6,0;6,0;6,8;8,4;10,8;13,4;14,2;13,0;9,8;7,8;7,2;6,0
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1990;7,0;5,4;4,0;6,0;7,6;10,8;12,0;13,4;13,8;11,8;9,8;7,8;4,0
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1991;7,0;6,4;6,0;7,4;8,0;8,8;10,6;10,6;12,4;10,4;7,8;9,0;6,0
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1992;7,0;6,0;7,2;7,8;8,0;9,4;12,2;12,8;12,8;9,2;8,6;7,0;6,0
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1993;6,4;6,0;3,0;7,4;8,6;10,0;11,0;12,0;11,8;9,0;9,0;9,0;3,0
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1994;6,9;7,8;7,0;7,0;6,5;9,1;10,7;;11,6;10,8;;5,7;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1995;7,2;6,2;6,0;7,1;;11,2;13,4;14,7;13,7;13,4;10,5;8,8;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1996;5,7;5,1;6,2;6,9;8,7;9,0;10,6;11,8;11,9;12,8;9,9;9,5;5,1
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1997;3,3;8,0;8,5;9,0;9,4;10,9;11,1;12,8;13,9;12,9;11,4;10,0;3,3
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1998;7,1;6,9;7,9;8,6;9,3;10,0;11,9;13,0;12,0;12,4;11,0;8,0;6,9
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;1999;6,0;5,9;6,9;;9,1;10,9;12,9;13,9;13,9;10,4;9,2;7,4;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2000;5,8;6,7;8,2;6,8;8,7;11,0;10,9;12,3;10,7;10,0;9,8;7,0;5,8
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2001;6,9;6,7;7,9;7,0;7,8;11,0;11,7;14,3;15,0;12,0;11,0;8,2;6,7
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2002;10,1;8,5;6,9;7,3;8,7;9,6;11,0;11,5;13,4;11,5;9,2;;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2003;;;6,5;7,7;8,7;11,3;14,2;16,1;16,3;13,1;10,4;10,8;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2004;8,8;9,6;10,0;10,4;11,1;10,8;14,2;16,9;16,5;15,4;13,8;;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2005;;;8,3;11,1;12,7;12,8;14,9;16,1;14,6;14,2;11,5;;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2006;7,8;8,2;8,9;10,5;10,7;12,8;;16,8;15,8;15,8;13,2;;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2007;8,6;9,2;8,5;10,0;10,4;13,4;14,4;13,6;13,1;13,2;11,7;10,8;8,5
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2008;10,8;9,2;8,8;10,0;;11,7;13,8;14,2;16,3;13,0;7,3;7,7;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2009;6,2;7,1;7,3;9,2;9,6;12,3;12,7;14,0;13,2;13,0;10,2;9,2;6,2
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2010;6,9;;6,5;7,5;8,5;10,2;10,4;12,5;13,4;11,1;9,6;8,8;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2011;;6,9;3,9;7,7;6,5;10,4;11,5;8,5;12,7;11,9;11,5;;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2012;;;7,1;;9,4;12,3;12,7;15,5;15,4;13,2;9,6;10,0;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2013;9,8;;8,1;9,2;9,4;9,2;12,7;13,8;14,6;11,5;10,4;7,7;
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2014;6,7;3,9;7,3;8,5;9,2;8,8;13,1;14,6;15,9;15,0;7,9;6,0;3,9
C147C;SAUCES-ESPIGON ATRAVESADO;806;SANTA CRUZ DE TENERIFE;-17.80533333;28.78333333;2015;6,2;5,0;5,0;;;;;;;;;;
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1986;;7,0;5,0;8,0;9,0;12,0;14,0;13,0;13,9;10,0;11,4;10,6;
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1987;7,9;9,7;10,2;10,8;10,9;13,8;12,0;14,8;15,8;11,9;12,0;8,5;7,9
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1988;8,8;5,9;5,3;10,1;10,0;12,1;15,0;15,3;14,0;13,4;11,5;8,9;5,3
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1989;7,8;9,0;9,8;9,3;9,9;12,6;15,4;15,8;14,0;12,2;10,8;10,0;7,8
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1990;8,0;9,9;8,8;8,8;10,3;12,3;11,5;13,7;13,7;11,9;10,0;10,2;8,0
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1991;7,3;7,4;8,5;8,9;10,1;11,8;14,0;15,0;15,4;12,8;10,0;10,1;7,3
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1992;8,2;7,9;10,0;9,8;9,9;11,2;14,6;14,4;14,8;11,1;12,0;9,4;7,9
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1993;7,9;7,3;6,5;8,8;7,8;11,0;13,5;14,1;13,3;11,7;9,2;9,9;6,5
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1994;8,0;8,0;8,8;9,0;10,2;13,0;13,8;14,8;13,6;12,6;10,8;11,0;8,0
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1995;8,0;10,0;9,2;8,2;11,4;11,8;15,4;16,0;15,6;13,4;11,0;10,0;8,0
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1996;8,2;7,9;8,8;9,2;9,2;12,8;14,0;15,8;15,0;14,0;11,6;10,0;7,9
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1997;6,8;10,4;10,0;10,2;11,2;12,4;14,0;14,2;15,0;13,8;13,0;12,0;6,8
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1998;9,8;9,4;10,4;10,4;10,0;12,8;14,0;15,0;14,6;12,4;12,6;9,8;9,4
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;1999;7,0;8,4;8,8;9,8;10,9;12,9;12,8;14,9;15,2;10,8;8,9;8,2;7,0
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;2000;8,0;9,1;8,9;9,1;9,9;12,8;14,0;14,9;15,0;14,0;12,1;10,8;8,0
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;2001;9,9;;;;;;;;;;;;
C147F;BARLOVENTO-C.F.;580;SANTA CRUZ DE TENERIFE;-17.80477778;28.82472222;2005;7,3;7,3;8,1;;;;;;;;;;
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1983;6,0;7,0;5,5;5,5;7,0;10,0;11,5;12,5;12,0;11,5;11,0;7,5;5,5
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1984;7,0;5,5;6,0;7,0;8,0;9,5;11,0;12,0;12,5;11,0;9,0;7,5;5,5
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1985;6,5;4,5;6,5;7,0;9,0;10,0;12,0;11,5;14,0;12,0;10,5;7,5;4,5
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1986;6,5;4,6;4,2;5,0;5,8;7,8;10,2;11,8;11,6;11,0;8,6;5,0;4,2
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1987;6,0;7,0;6,2;8,6;9,4;11,0;11,0;11,8;13,0;10,6;10,8;6,8;6,0
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1988;5,0;5,0;5,0;8,0;9,8;11,0;12,0;14,0;13,4;11,6;10,2;7,4;5,0
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1989;6,0;5,0;6,0;6,0;8,6;10,6;11,6;14,0;11,6;11,2;9,6;6,4;5,0
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1990;5,2;6,8;6,2;5,8;8,2;11,2;13,4;15,6;14,4;12,8;11,0;8,8;5,2
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1991;5,6;6,2;5,8;7,0;7,0;10,2;10,8;12,4;14,8;11,0;9,4;7,8;5,6
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1992;7,0;6,8;7,8;6,8;7,8;9,8;12,0;12,8;11,8;10,0;8,0;6,0;6,0
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1993;4,0;5,4;5,0;5,2;7,6;8,6;10,8;12,2;12,0;11,0;6,0;6,4;4,0
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1994;6,0;5,8;5,0;5,2;6,0;9,6;9,8;11,8;11,0;10,1;9,0;7,6;5,0
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1995;6,0;6,5;6,0;;;;12,0;;;12,0;;;
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1996;7,3;;;7,9;9,0;11,3;11,8;14,0;12,2;12,8;9,0;4,8;
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1997;4,1;6,0;4,0;6,0;7,3;6,2;8,2;10,0;10,2;8,3;8,0;5,0;4,0
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1998;5,6;5,1;5,0;4,8;6,3;7,8;8,9;10,1;11,8;9,8;6,8;6,7;4,8
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;1999;4,1;4,0;5,3;5,9;6,0;8,6;11,6;12,7;8,1;8,6;6,0;3,9;3,9
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2000;5,0;4,6;5,1;4,9;7,0;8,5;10,2;10,7;11,5;11,0;6,5;;
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2001;;6,0;7,6;7,0;8,0;;;;;;10,4;;
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2002;;;6,2;;8,1;8,8;10,8;12,5;13,8;12,7;6,7;8,8;
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2003;;6,9;7,3;7,3;;10,0;;14,6;13,8;13,2;11,1;10,4;
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2004;;8,7;9,0;9,2;10,0;13,1;13,4;16,1;15,4;13,8;11,1;8,1;
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2005;6,5;4,6;;8,5;8,0;9,6;10,5;12,3;12,3;11,9;7,7;6,5;
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2006;4,4;5,5;5,7;7,8;7,8;10,5;12,8;14,5;14,7;13,9;11,3;9,2;4,4
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2007;8,8;8,5;4,8;5,0;6,5;8,5;11,1;9,2;11,3;8,8;7,3;5,8;4,8
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2008;5,4;5,4;3,9;4,8;9,0;9,9;13,0;15,3;8,4;6,9;10,6;;
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2009;5,0;6,0;6,7;7,5;8,5;8,8;13,8;13,6;11,7;12,7;10,4;8,7;5,0
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2010;6,2;5,4;6,5;6,5;8,8;11,1;11,9;13,8;14,0;12,5;10,2;8,3;5,4
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2011;5,8;7,1;5,6;;;11,0;11,1;11,0;11,0;10,0;;6,9;
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2012;5,5;4,3;4,4;6,2;6,2;10,6;11,0;12,3;;9,2;8,8;5,4;
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2013;4,6;5,0;6,5;7,3;6,9;9,6;10,8;13,1;10,4;10,8;9,2;7,3;4,6
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2014;;3,9;5,0;;;;;12,3;12,7;10,2;8,1;6,9;
C147U;GARAFIA-TRICIAS;787;SANTA CRUZ DE TENERIFE;-17.96644444;28.78166667;2015;5,8;5,0;6,0;;;;;;;;;;
C148A;SAUCES-S.ANDRES;265;SANTA CRUZ DE TENERIFE;-17.77338889;28.80361111;1984;;;;;;;;;;;13,0;11,0;
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1986;;8,7;8,2;9,6;11,0;11,8;16,0;16,6;13,8;16,0;14,5;12,0;
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1987;10,4;12,2;12,4;13,4;15,0;16,8;18,4;18,8;19,0;16,0;16,8;13,0;10,4
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1988;10,8;9,4;8,8;13,4;12,8;16,0;16,4;17,8;18,6;15,6;12,8;;
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1989;;;;;;;;13,4;12,0;10,1;8,7;6,9;
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1990;6,8;7,6;6,4;7,0;8,4;10,8;12,0;14,0;13,8;12,0;9,8;8,0;6,4
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1991;6,0;5,4;5,8;6,4;7,0;9,8;10,8;12,4;12,2;9,8;7,0;7,8;5,4
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1992;6,4;6,2;8,8;8,2;9,4;11,2;14,2;14,4;14,4;11,8;10,8;9,2;6,2
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1993;7,6;7,6;6,0;8,0;8,0;11,2;12,0;13,0;13,0;10,4;8,0;7,8;6,0
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1994;6,2;7,0;7,8;7,2;8,4;11,0;11,0;;11,2;10,0;9,0;8,8;
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1995;7,0;7,1;7,4;8,0;;10,7;12,7;13,3;13,0;13,0;10,8;10,0;
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1996;8,9;7,0;8,0;9,0;9,6;11,1;11,6;13,2;13,5;12,0;8,0;7,8;7,0
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1997;6,0;9,0;9,0;9,1;10,0;10,5;11,1;12,0;14,9;10,5;11,8;9,9;6,0
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1998;8,7;10,0;10,0;10,0;6,0;10,2;12,7;10,0;10,3;11,1;10,9;8,0;6,0
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;1999;5,0;6,2;6,3;8,4;8,7;11,0;11,7;12,0;13,2;8,7;6,7;6,0;5,0
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;2000;4,7;6,6;6,9;6,0;7,9;9,8;12,0;13,5;13,8;11,8;11,0;9,2;4,7
C148C;SAUCES-TILOS PORTADAS;470;SANTA CRUZ DE TENERIFE;-17.80055556;28.79083333;2001;8,9;7,7;9,6;9,3;9,0;11,4;10,3;14,0;14,2;12,3;11,0;9,0;7,7
